character_id,name,real_name,publisher_id,alignment,first_appeared,description
566,Alphamind,Richard Wilson,7,Hero,1971-01-02,"Driven by tragedy, defined by an unbreakable will."
567,Ultrafist,David White,13,Antihero,1984-08-22,"Once a villain, now fighting for the side of good."
568,Neonarrow,James Robinson,20,Neutral,1968-07-09,"Raised in secret, now unleashed upon a world unprepared."
569,Frostclaw,,14,Antihero,2023-11-05,A vigilante who operates outside the law to protect the innocent.
570,Neoarrow,Jessica Jones,8,Villain,1979-11-08,"Master of the arcane arts, wielder of forbidden knowledge."
571,Steelman,Richard Garcia,1,Villain,1976-05-31,"Raised in secret, now unleashed upon a world unprepared."
572,Shadowbolt,Joseph Davis,2,Villain,1939-05-03,The last survivor of a destroyed civilization seeking justice.
573,Hyperhunter,,6,Hero,1960-01-01,"Driven by tragedy, defined by an unbreakable will."
574,Megafire,James Jackson,11,Antihero,1956-01-31,A cosmic entity whose motives remain ambiguous to all.
575,Shadowhawk,Susan Taylor,9,Antihero,1942-10-31,A mercenary with a strict personal code of honor.
576,Voidstar,Joseph Taylor,19,Antihero,1961-07-29,"Master of the arcane arts, wielder of forbidden knowledge."
577,Voltfist,Karen Young,6,Hero,1990-07-26,A cosmic entity whose motives remain ambiguous to all.
578,Neoforce,Karen Lewis,11,Villain,1963-09-28,A vigilante who operates outside the law to protect the innocent.
579,Thunderbolt,,2,Hero,1985-11-26,"Gifted with powers beyond comprehension, burdened by their weight."
580,Acidveil,Charles Taylor,14,Neutral,2000-05-21,"Driven by tragedy, defined by an unbreakable will."
581,Omegaman,,2,Hero,2013-08-22,A mercenary with a strict personal code of honor.
582,Solarmind,,11,Hero,1959-11-16,A vigilante who operates outside the law to protect the innocent.
583,Acidlance,Susan Garcia,7,Hero,1965-03-16,A cosmic entity whose motives remain ambiguous to all.
584,Blazehunter,James Anderson,15,Villain,2021-02-17,A vigilante who operates outside the law to protect the innocent.
585,Solarstar,Patricia Miller,11,Hero,2000-09-25,"Once a villain, now fighting for the side of good."
586,Hyperwave,,18,Antihero,1953-03-20,A mercenary with a strict personal code of honor.
587,Acidhawk,,20,Hero,2010-10-11,"Once a villain, now fighting for the side of good."
588,Solarhunter,Barbara Harris,4,Villain,1954-10-28,"Master of the arcane arts, wielder of forbidden knowledge."
589,Hyperman,William Thompson,15,Antihero,1981-06-30,A vigilante who operates outside the law to protect the innocent.
590,Voltfist,,8,Hero,1968-11-21,A former soldier seeking redemption through heroic deeds.
591,Neonman,James Anderson,16,Villain,2013-09-03,A former soldier seeking redemption through heroic deeds.
592,Alphaarrow,Robert Martin,7,Hero,2018-08-12,A vigilante who operates outside the law to protect the innocent.
593,Blazewave,Joseph Martin,12,Neutral,1999-01-28,A former soldier seeking redemption through heroic deeds.
594,Voidlance,Nancy Thompson,18,Villain,2008-07-18,"Once a villain, now fighting for the side of good."
595,Quantumstorm,John Martin,9,Hero,1957-05-23,"Gifted with powers beyond comprehension, burdened by their weight."
596,Steelstrike,,4,Antihero,2006-06-09,"Gifted with powers beyond comprehension, burdened by their weight."
597,Blazewave,,15,Antihero,1977-12-28,A former soldier seeking redemption through heroic deeds.
598,Frostarrow,Richard Thompson,12,Antihero,1947-11-19,A cosmic entity whose motives remain ambiguous to all.
599,Ultrashield,,4,Villain,1999-08-29,A vigilante who operates outside the law to protect the innocent.
600,Hyperwave,Susan Jackson,20,Antihero,1938-06-14,"Gifted with powers beyond comprehension, burdened by their weight."
